id,title,language,views,downloads,industry,runtime,IMDb_rating,director,release_date,posted_date
355765,Pod wiatr (Into The Wind),English,4345,261,Hollywood / English,107,5.2,Kristoffer Rus,2022-02-10,2022-02-14
355761,Ala Vaikunthapurramuloo,Telugu,158242,52805,Tollywood,163,7.3,Trivikram Srinivas,2020-01-12,2022-02-14
354967,Redeeming Love,English,25583,3707,Hollywood / English,134,6.7,D.J. Caruso,2022-01-21,2022-01-25
355712,Tall Girl 2,English,11553,2262,Hollywood / English,97,4.7,Emily Ting,2022-02-11,2022-12-02
355711,Love and Leashes,Korean,31996,6460,Hollywood / English,117,6.3,Hyeon-jin Park,2022-02-11,2022-12-02
355647,Kimi,English,19933,1703,Hollywood / English,89,6.3,Steven Soderbergh,2022-02-10,2022-11-02
355646,Le loup et le lion (The Wolf and the Lion),French/English,24830,3281,Hollywood / English,99,6.1,Gilles de Maistre,2021-10-13,2022-11-02
355645,The Tiger Rising,English,7648,520,Hollywood / English,102,4.5,Ray Giarratana,2022-02-03,2022-11-02
355596,Das Privileg (The Privilege),German,20050,4703,Hollywood / English,107,4.7,Felix Fuchssteiner/Katharina Schöde,2022-02-09,2022-10-02
351337,13 Minutes,English,64830,14208,Hollywood / English,108,4.7,Lindsay Gossling,2021-11-05,2021-01-11
355539,Butlers in Love,English/French,4221,452,Hollywood / English,84,6.0,David Weaver,2022-01-29,2022-09-02
355537,Vakeel Saab,Telugu,53865,15422,Tollywood,153,7.0,Venu Sriram,2021-04-09,2022-09-02
351599,Dangerous,English,33702,8717,Hollywood / English,99,5.1,David Hackl,2021-11-05,2021-06-11
355425,A traves de mi ventana (Through My Window),Spanish/English,48591,10050,Hollywood / English,116,5.4,Marcal Fores,2022-02-04,2022-05-02
355424,The Coven (The Long Night),English,12234,1359,Hollywood / English,91,3.7,Rich Ragsdale,2022-02-04,2022-05-02
355423,Last Survivors,English,8230,776,Hollywood / English,98,4.7,Drew Mylrea,2022-02-04,2022-05-02
355421,Looop Lapeta,Hindi,83110,21263,Bollywood / Indian,131,5.2,Aakash Bhatia,2022-02-04,2022-05-02
355370,City of Vultures 2,English,3843,244,Hollywood / English,95,2.8,Marcus Carothers,2022-02-01,2022-04-02
353624,The Matrix Resurrections,English/French/Spanish/Japanese,169116,48386,Hollywood / English,148,5.7,Lana Wachowski,2021-12-22,2021-12-20
353623,Nightmare Alley,English/French,20645,2201,Hollywood / English,150,7.0,Guillermo del Toro,2021-12-17,2021-12-20
355275,Safe Room,English,11669,972,Hollywood / English,85,5.3,Boris Kodjoe,2022-01-15,2022-02-02
355273,Catwoman: Hunted,English,8309,836,Anime / Kids,78,5.6,Shinsuke Terasawa,2022-02-08,2022-02-02
355272,Shylock,Malayalam,34854,9421,Tollywood,130,5.1,Ajai Vasudev,2020-01-23,2022-02-02
355222,The Fallout,English,9963,1103,Hollywood / English,96,7.0,Megan Park,2022-01-27,2022-01-02
352291,House of Gucci,English/Italian/Arabic/French/Japanese,11115,1172,Hollywood / English,158,6.6,Ridley Scott,2021-11-24,2021-11-22
355190,Big Brother,Malayalam,43449,15509,Tollywood,165,3.5,Siddique,2020-01-16,2022-01-31
355135,Home Team,English,10276,2043,Hollywood / English,95,6.0,Charles Kinnane/Daniel Kinnane,2022-01-28,2022-01-29
355133,The Requin,English,28683,5432,Hollywood / English,89,2.6,Le-Van Kiet,2022-01-28,2022-01-29
355132,Dracula: The Original Living Vampire,English,20925,2541,Hollywood / English,86,2.5,Maximilian Elfeldt,2022-01-28,2022-01-29
355130,The Ice Age Adventures of Buck Wild,English,59612,10534,Anime / Kids,82,4.3,John C. Donkin,2022-01-28,2022-01-29
355129,Mahanati,Telugu/Tamil/Hindi,44428,8348,Tollywood,177,8.5,Nag Ashwin,2018-05-08,2022-01-29
355086,Gold,English,14395,2014,Hollywood / English,97,5.4,Anthony Hayes,2022-01-13,2022-01-28
355014,Memoria,English/Spanish,8829,740,Hollywood / English,136,6.7,Apichatpong Weerasethakul,2021-09-30,2022-01-26
355013,Don't Forget I Love You,English,5387,462,Hollywood / English,84,6.5,Christie Will,2022-01-22,2022-01-26
355009,Birds Like Us,English,10714,1063,Anime / Kids,84,5.0,Faruk Sabanovic/Amela Cuhara,2022-01-25,2022-01-26
354969,Cyrano,English,5595,493,Hollywood / English,124,6.0,Joe Wright,2022-01-28,2022-01-25
354968,The King's Daughter,English,19492,2200,Hollywood / English,90,5.1,Sean McNamara,2022-01-06,2022-01-25
354965,Tom and Jerry: Cowboy Up!,English,32728,6716,Anime / Kids,71,5.2,Darrell Van Citters,2022-01-29,2022-01-25
354882,Munich: The Edge of War,English/German,34967,6627,Hollywood / English,130,6.8,Christian Schwochow,2022-01-21,2022-01-22
348571,The Protege,English,50564,14060,Hollywood / English,109,6.1,Martin Campbell,2021-08-20,2021-08-28
354878,WarHunt,English,19127,2300,Hollywood / English,93,4.3,Mauro Borrelli,2022-01-27,2022-01-22
354876,The Laureate,English,6637,590,Hollywood / English,104,4.9,William Nunez,2022-01-21,2022-01-22
354821,The Royal Treatment,English,40083,8620,Hollywood / English,96,5.2,Rick Jacobson,2022-01-20,2022-01-21
352541,Resident Evil: Welcome to Raccoon City,English,119437,30185,Hollywood / English,107,5.2,Johannes Roberts,2021-11-24,2021-11-26
354760,The Perfect Pairing,English,3777,244,Hollywood / English,82,6.8,Don McBrearty,2022-01-09,2022-01-20
354759,North to Home,English,2480,160,Hollywood / English,84,7.3,Ali Liebert,2022-01-07,2022-01-20
354701,The Legend of La Llorona,English/Spanish,12350,1000,Hollywood / English,98,3.3,Patricia Harris ley,2022-01-11,2022-01-19
346724,Out of Death,English,48836,10811,Hollywood / English,96,3.3,Mike Burns,2021-07-16,2021-10-07
354645,Photocopier,Indonesian,10795,754,Hollywood / English,130,6.8,Wregas Bhanuteja,2022-01-13,2022-01-18
354644,Old Strangers,English,5011,263,Hollywood / English,62,3.4,Nick Gregorio,2022-01-11,2022-01-18
291686,The Hole in the Ground,English,38327,7498,Hollywood / English,90,5.6,Lee Cronin,2019-03-01,2019-12-02
182052,The Nice Guys,English/German,54575,14513,Hollywood / English,116,7.3,Shane Black,2016-06-03,2016-06-15
354600,Shattered,English,8629,1182,Hollywood / English,92,5.0,Luis Prieto,1970-01-01,2022-01-17
354292,The Tragedy of Macbeth,English/Persian,6087,509,Hollywood / English,105,7.1,Joel Coen,2022-01-14,2022-10-01
354598,The Curse of La Patasola,English,16909,1803,Hollywood / English,84,3.3,AJ Jones,2022-01-14,2022-01-17
354567,Borrego,English,11971,1627,Hollywood / English,102,5.8,Jesse Harris,2022-01-16,2022-01-15
354563,Ray Donovan: The Movie,English,5085,433,Hollywood / English,100,6.8,David Hollander,2022-01-14,2022-01-15
354562,Sex Appeal,English,31689,3116,Hollywood / English,90,5.3,Talia Osteen,2022-01-14,2022-01-15
354561,Hotel Transylvania: Transformania,English/Ukrainian,49162,15880,Hollywood / English,87,6.0,Derek Drymon/Jennifer Kluska,2022-01-14,2022-01-15
354560,The House,English,23023,3693,Hollywood / English,97,6.8,Paloma Baeza/Emma De Swaef/Niki Lindroth von Bahr,2022-01-14,2022-01-15
345092,Riverdance: The Animated Adventure,English,40541,8918,Anime / Kids,90,5.5,Eamonn Butler/Dave Rosenbaum,2021-05-28,2021-05-29
354509,Brazen,English,18076,3358,Hollywood / English,94,4.1,Monika Mitchell,2022-01-13,2022-01-14
354508,How I Fell in Love with a Gangster,Polish,10080,1338,Hollywood / English,185,6.0,Maciej Kawulski,2022-01-05,2022-01-14
354507,Amityville Uprising,English,15682,1944,Hollywood / English,85,2.2,Thomas J. Churchill,2022-01-11,2022-01-14
351482,Eternals,English/American Sign Language/Marathi/Spanish/Sumerian/Latin/Greek/Ancient (to 1453),204399,72250,Hollywood / English,156,6.3,Chloé Zhao,2021-11-05,2021-04-11
354344,Four to Dinner,Italian,11096,1142,Hollywood / English,105,6.3,Alessio Maria Federici,2022-01-05,2022-11-01
353532,Mother/Android,English,22440,4006,Hollywood / English,110,4.9,Mattson Tomlin,2021-12-17,2021-12-18
313831,The Wolf Hour,English/Spanish,21166,2890,Hollywood / English,99,4.9,Alistair Banks Griffin,2019-09-23,2019-02-10
354290,BomBhaat,Telugu,42545,8247,Tollywood,136,6.0,Raghavendra Varma Indukuri,2020-12-03,2022-10-01
354272,The Beast,Spanish,27902,5669,Hollywood / English,92,4.6,David Casademunt,2022-01-06,2022-08-01
354271,The Commando,English,26551,4673,Hollywood / English,93,3.2,Asif Akbar,2022-01-28,2022-08-01
354270,The Tender Bar,English,4939,326,Hollywood / English,106,6.8,George Clooney,2022-01-07,2022-08-01
354059,The Ravine,English,5475,425,Hollywood / English,121,5.1,Keoni Waxman,2021-04-02,2022-04-01
351332,A Mouthful of Air,English,11203,757,Hollywood / English,105,6.0,Amy Koppelman,2022-01-16,2021-01-11
347349,Zola,English,32419,5633,Hollywood / English,86,6.5,Janicza Bravo,2021-06-30,2021-07-27
254361,Escape Room,English,71057,14184,Hollywood / English,81,4.2,Will Wernick,2017-09-22,2018-02-23
353988,The Lost Daughter,English/Italian/Greek,19633,2751,Hollywood / English,121,6.7,Maggie Gyllenhaal,2021-12-31,2022-01-01
353987,Mothering Sunday,English,3883,480,Hollywood / English,104,6.2,Eva Husson,2021-11-12,2022-01-01
353985,Megaboa,English,25779,4204,Hollywood / English,85,2.6,Mario N. Bonassin,2021-11-26,2022-01-01
353983,Seal Team,English,25321,6511,Anime / Kids,101,5.6,Greig Cameron/Kane Croudace,2021-12-31,2022-01-01
353945,Last Looks,English,13405,1494,Hollywood / English,110,5.7,Tim Kirkby,1970-01-01,2021-12-31
353944,American Siege,English,13283,1714,Hollywood / English,91,3.4,Edward Drake,2022-01-07,2021-12-31
353940,Hilda and the Mountain King,English,5075,399,Anime / Kids,85,7.7,Andy Coyle,2021-12-30,2021-12-31
353893,The Gardener,English,14426,1787,Hollywood / English,88,3.5,Scott Jeffrey/Rebecca Matthews,2021-12-28,2021-12-30
350751,Mass,English,4961,258,Hollywood / English,111,7.8,Fran Kranz,2021-10-15,2021-10-18
353867,Retfærdighedens ryttere (Riders of Justice),Estonian/Danish/Arabic,37936,10451,Hollywood / English,116,7.5,Anders Thomas Jensen,2020-11-19,2021-12-29
353864,Fatal Beauty,English,6135,447,Hollywood / English,86,4.7,Joel Soisson,2019-03-04,2021-12-29
353261,National Champions,English,6079,198,Hollywood / English,116,5.7,Ric Roman Waugh,2021-12-10,2021-12-13
353027,Red Rocket,English,14348,1334,Hollywood / English,130,7.2,Sean Baker,2021-12-10,2021-07-12
347313,Old,English,81852,20253,Hollywood / English,108,5.8,M. Night Shyamalan,2021-07-23,2021-07-26
345095,Endangered Species,English,37037,9022,Hollywood / English,101,4.7,Michael J. Bassett,2021-05-28,2021-05-29
353816,Mystere,French,14692,1216,Hollywood / English,84,6.4,Denis Imbert,2021-12-15,2021-12-27
320937,Black Christmas,English,21691,3081,Hollywood / English,92,3.5,Sophia Takal,2019-12-13,2019-12-14
336136,Saint Maud,English/Welsh,32155,4991,Hollywood / English,84,6.7,Rose Glass,2020-10-09,2020-11-13
353773,Minnal Murali,Malayalam,74640,20471,Tollywood,158,7.9,Basil Joseph,2021-12-24,2021-12-25
353265,Don't Look Up,English,31786,6575,Hollywood / English,138,7.2,Adam McKay,2021-12-24,2021-12-13
352540,Encanto,English/Spanish,79312,20979,Anime / Kids,102,7.2,Jared Bush/Byron Howard/Charise Castro Smith,2021-11-24,2021-11-26
353748,C'mon C'mon,English,3832,266,Hollywood / English,109,8.0,Mike Mills,2021-11-26,2021-12-24
353747,Reno 911!: The Hunt for QAnon,English,18258,1258,Hollywood / English,85,5.6,Robert Ben Garant,2021-12-23,2021-12-24
352937,Wolf,English,14731,1222,Hollywood / English,99,5.7,Nathalie Biancheri,2021-09-17,2021-06-12
346417,The Boss Baby: Family Business,English/French/Spanish/German/Japanese/Russian/Hindi/Korean,138685,36570,Anime / Kids,107,5.9,Tom McGrath,2021-07-02,2021-03-07
353683,Una navidad no tan padre (Grumpy Christmas),English,2783,240,Hollywood / English,87,4.4,Raúl Martínez,2021-12-21,2021-12-22
352936,True to the Game 3,English,8136,436,Hollywood / English,98,4.5,David Wolfgang,2021-12-03,2021-06-12
353419,Being the Ricardos,English,7013,525,Hollywood / English,131,6.5,Aaron Sorkin,2021-12-21,2021-12-16
353647,Swan Song,English,5873,391,Hollywood / English,112,6.7,Benjamin Cleary,2021-12-17,2021-12-21
353645,The Scary of Sixty-First,English,17286,1570,Hollywood / English,81,4.6,Dasha Nekrasova,2021-12-17,2021-12-21
353622,A California Christmas: City Lights,English,5594,440,Hollywood / English,106,5.5,Shaun Paul Piccinino,2021-12-16,2021-12-20
353621,The Fight Before Christmas (Christmas Is Canceled),English,4044,284,Hollywood / English,95,4.8,Prarthana Mohan,2021-12-16,2021-12-20
336706,Happiest Season,English,10168,1584,Hollywood / English,102,6.6,Clea DuVall,2020-11-25,2020-11-26
345639,Dream Horse,English,8720,1311,Hollywood / English,113,6.9,Euros Lyn,2021-06-04,2021-12-06
299980,The Best of Enemies,English,28996,3137,Hollywood / English,133,7.3,Robin Bissell,2019-04-05,2019-03-05
320944,Code 8,English,91199,21175,Hollywood / English,98,6.1,Jeff Chan,2019-12-06,2019-12-14
345694,Hitman's Wife's Bodyguard,English/Spanish/Japanese/Russian,163267,43626,Hollywood / English,100,6.1,Patrick Hughes,2021-06-14,2021-06-14
353418,The End of Us,English,8038,472,Hollywood / English,92,4.9,Steven Kanter/Henry Loevner,2021-12-16,2021-12-16
353364,A Christmas Dance Reunion,English,2725,209,Hollywood / English,87,6.2,Brian Herzlinger,2021-12-03,2021-12-15
353310,Fortress,English,18889,2906,Hollywood / English,99,3.5,James Cullen Bressack,2021-12-17,2021-12-14
353308,Dos (Two),Spanish,11318,2125,Hollywood / English,70,4.3,Mar Targarona,2021-12-10,2021-12-14
351334,Antlers,English/Ojibwa,18499,2838,Hollywood / English,99,5.9,Scott Cooper,2021-10-28,2021-01-11
351031,The French Dispatch,English/French,6299,410,Hollywood / English,107,7.2,Wes Anderson,2021-10-21,2021-10-25
352793,The Unforgivable,Persian/English,29600,5420,Hollywood / English,112,7.1,Nora Fingscheidt,2021-12-10,2021-02-12
353210,The Hating Game,English,15134,2331,Hollywood / English,102,6.2,Peter Hutchings,2021-12-10,2021-11-12
353209,The Last Son,English,5503,569,Hollywood / English,96,4.6,Tim Sutton,2021-12-10,2021-11-12
353206,Back to the Outback,English,30021,8693,Anime / Kids,95,6.5,Harry Cripps/Clare Knight,2021-12-10,2021-11-12
353154,Encounter,English,14139,1330,Hollywood / English,108,5.8,Michael Pearce,2021-12-10,2021-10-12
353151,Asakusa Kid,English,3573,153,Hollywood / English,122,7.3,Gekidan Hitori,2021-12-09,2021-10-12
353149,A Kiss Before Christmas,English,3325,233,Hollywood / English,83,7.2,Jeff Beesley,2021-11-21,2021-10-12
353116,Making Spirits Bright,English,3191,312,Hollywood / English,84,6.3,David Bercovici-Artieda,2021-11-27,2021-09-12
353114,Mistletoe Mixup,English,4399,372,Hollywood / English,83,5.7,Andrew Lawrence,2021-12-01,2021-09-12
353107,Around the World in 80 Days,English,15199,1746,Anime / Kids,82,4.7,Samuel Tourneux,2021-08-04,2021-09-12
352290,India Sweets and Spices,English,14825,1511,Hollywood / English,101,5.9,Geeta Malik,2021-06-12,2021-11-22
353051,Diary of a Wimpy Kid,English,8241,1052,Anime / Kids,58,5.1,Swinton O. Scott III,2021-12-03,2021-08-12
353030,Deadlock,English,8982,1324,Hollywood / English,97,3.8,Jared Cohn,2021-12-03,2021-07-12
353029,Funny Thing About Love,English,1994,146,Hollywood / English,96,6.4,Adam White,2021-11-25,2021-07-12
352945,Mixtape,English/Min Nan/Japanese,11140,4160,Hollywood / English,93,6.6,Valerie Weiss,2021-12-03,2021-06-12
352943,American Sicario,English/Spanish,10017,1233,Hollywood / English,101,4.5,RJ Collins,2021-12-10,2021-06-12
352941,Castle Falls,English,14702,2218,Hollywood / English,90,5.2,Dolph Lundgren,2021-12-03,2021-06-12
349461,Dune,English/Mandarin,97281,26766,Hollywood / English,155,8.0,Denis Villeneuve,2021-10-22,2021-09-20
352863,Single All the Way,English,6123,783,Hollywood / English,99,6.1,Michael Mayer,2021-12-02,2021-03-12
352792,Belfast,English,4736,259,Hollywood / English,98,7.8,Kenneth Branagh,2022-01-21,2021-02-12
352790,Christmas in Tune,English,1607,96,Hollywood / English,87,7.4,Emily Moss Wilson,2021-11-26,2021-02-12
351030,Ron's Gone Wrong,English,25037,3775,Anime / Kids,107,7.0,Sarah Smith/Jean-Philippe Vine/Octavio E. Rodriguez,2021-10-15,2021-10-25
352773,Blonde. Purple,English,8926,790,Hollywood / English,129,5.3,Marcus Flemmings,2021-11-30,2021-01-12
352766,Nash Bridges,English,4788,293,Hollywood / English,82,6.6,Greg Beeman,2021-11-27,2021-01-12
352762,The Summit of the Gods,French,24875,3727,Anime / Kids,95,7.5,Patrick Imbert,2021-09-22,2021-01-12
352713,The Humans,English,3415,154,Hollywood / English,108,6.1,Stephen Karam,2021-11-24,2021-11-30
350044,Venom: Let There Be Carnage,English,360109,112814,Hollywood / English,97,5.9,Andy Serkis,2021-10-01,2021-02-10
343192,Night of the Sicario,English,53084,14513,Hollywood / English,82,3.4,Joth Riggs,2021-04-20,2021-04-16
339916,Earwig and the Witch,Japanese,22099,4042,Anime / Kids,82,4.8,Gorô Miyazaki,2020-12-30,2021-06-02
352594,A Castle for Christmas,English,14775,2514,Hollywood / English,98,5.5,Mary Lambert,2021-11-26,2021-11-27
352589,Christmas vs. The Walters,English,2407,105,Hollywood / English,102,4.8,Peter A. D'Amato,2021-11-26,2021-11-27
352545,8-Bit Christmas,English,6435,446,Hollywood / English,97,6.8,Michael Dowse,2021-11-24,2021-11-26
352543,Boiling Point,English,5309,400,Hollywood / English,92,7.6,Philip Barantini,2021-12-29,2021-11-26
352542,Gabriel's Rapture: Part One,English,17893,2676,Hollywood / English,106,5.7,Tosca Musk,2021-11-24,2021-11-26
352193,Bruised,English,25325,4869,Hollywood / English,129,6.2,Halle Berry,2021-11-24,2021-11-19
352474,A Boy Called Christmas,English,24245,6746,Hollywood / English,106,6.7,Gil Kenan,2021-11-24,2021-11-25
350320,God's Not Dead: We the People,English,4834,195,Hollywood / English,110,4.4,Vance Null,2021-11-11,2021-08-10
345162,A Quiet Place Part II,English/American Sign Language,113251,30122,Hollywood / English,97,7.2,John Krasinski,2021-05-28,2021-05-31
259233,A Quiet Place,American Sign Language/English,177462,42937,Hollywood / English,90,7.5,John Krasinski,2018-04-06,2018-09-04
352376,Hide and Seek,English/Spanish/Korean,7600,562,Hollywood / English,83,4.2,Joel David Moore,2021-11-19,2021-11-23
352374,Zeros and Ones,English/Italian/Persian,9630,1158,Hollywood / English,87,3.3,Abel Ferrara,2021-11-19,2021-11-23
352373,Pink Skies Ahead,English,3355,172,Hollywood / English,94,6.1,Kelly Oxford,2020-10-18,2021-11-23
352301,Just Short of Perfect,Portuguese/English,6065,557,Hollywood / English,94,5.3,Ale McHaddo,2021-11-18,2021-11-22
352299,Psych 3: This Is Gus,English,5059,405,Hollywood / English,96,7.6,Steve Franks/Ibrahim Hamdan,2021-11-18,2021-11-22
352256,Tick/Tick... Boom!,English,19781,2950,Hollywood / English,120,7.5,Lin-Manuel Miranda,2021-11-19,2021-11-20
352252,The Princess Switch 3: Romancing the Star (The Princess Switch 3),English,7081,696,Hollywood / English,106,5.5,Mike Rohl,2021-11-18,2021-11-20
351335,Heart of Champions,English,7688,541,Hollywood / English,119,7.4,Michael Mailer,2021-09-16,2021-01-11
352251,Dhamaka,Hindi,100382,28803,Bollywood / Indian,103,7.1,Ram Madhvani/Heavenveer Singh Hayer,2021-11-19,2021-11-20
352191,Entangled (Multiverse),English/American Sign Language,11410,957,Hollywood / English,90,4.3,Gaurav Seth,1970-01-01,2021-11-19
344853,F9,English,528166,168592,Hollywood / English,143,5.2,Justin Lin,2021-06-25,2021-05-24
352095,Our Ladies,English,5788,459,Hollywood / English,106,6.8,Michael Caton-Jones,2021-08-27,2021-11-17
352033,Open by Christmas,English/Spanish,4159,299,Hollywood / English,84,6.9,David Weaver,2021-11-12,2021-11-16
347312,Off the Rails,English,6091,360,Hollywood / English,94,5.2,Jules Williamson,2021-07-23,2021-07-26
352026,Alpha Rift,English,15819,1596,Hollywood / English,94,6.1,Dan Lantz,2021-11-19,2021-11-15
352023,A Holiday in Harlem (Next Stop/Christmas),English,7468,496,Hollywood / English,84,7.1,Dustin Rikert,2021-11-06,2021-11-15
352022,The Christmas Promise,English,2248,128,Hollywood / English,84,6.9,Fred Gerber,2021-11-06,2021-11-15
352021,A Christmas Treasure,English,1295,69,Hollywood / English,84,5.9,Michael Robison,2021-11-07,2021-11-15
348164,Don't Breathe 2,English,59520,15733,Hollywood / English,98,6.0,Rodo Sayagues,2021-08-13,2021-08-17
336808,The Croods: A New Age,English,169142,42024,Anime / Kids,95,6.9,Joel Crawford,2020-11-25,2020-11-28
351945,Red Notice,English/Russian/Italian/Spanish/Indonesian,181645,60530,Hollywood / English,118,6.3,Rawson Marshall Thurber,2021-11-12,2021-11-13
348808,Shang-Chi And The Legend Of The Ten Rings,English/Mandarin,226430,69312,Hollywood / English,132,7.4,Destin Cretton,2021-09-02,2021-03-09
351942,Home Sweet Home Alone,English,25619,7216,Hollywood / English,93,3.6,Dan Mazer,2021-11-12,2021-11-13
351939,Double Walker,English,7310,583,Hollywood / English,71,4.3,Colin West,2021-11-12,2021-11-13
351817,Clifford the Big Red Dog,English/Spanish/Russian/Mandarin,10258,1921,Hollywood / English,96,5.9,Walt Becker,2021-11-10,2021-11-11
351816,Happiness Ever After,English,2534,201,Hollywood / English,99,3.9,Thabang Moleya,2021-11-10,2021-11-11
351814,Passing,English,9328,1031,Hollywood / English,98,6.6,Rebecca Hall,2021-11-10,2021-11-11
347526,Jungle Cruise,English/German/Spanish/Italian/Tupi/French/Portuguese/Latin,197181,59373,Hollywood / English,127,6.6,Jaume Collet-Serra,2021-07-30,2021-07-31
351725,Father Christmas Is Back,English,1941,89,Hollywood / English,105,4.6,Mick Davis/Philippe Martinez,2021-11-07,2021-09-11
351032,The Electrical Life of Louis Wain,English,9548,502,Hollywood / English,111,6.8,Will Sharpe,2021-11-05,2021-10-25
351663,Never Back Down: Revolt,English/Italian/Albanian/Portuguese/Spanish/Hindi/Chechen,8347,937,Hollywood / English,89,4.0,Kellie Madison,2021-11-16,2021-08-11
351660,Harland Manor,English,4374,367,Hollywood / English,91,4.7,Steven R. Monroe,2021-10-29,2021-08-11
351600,Finch,English,26031,4766,Hollywood / English,115,6.9,Miguel Sapochnik,2021-11-05,2021-06-11
351596,Love Hard,English,12196,2556,Hollywood / English,104,6.3,Hernan Jimenez,2021-11-05,2021-06-11
351595,Yara,Italian,18178,2451,Hollywood / English,96,6.3,Marco Tullio Giordana,2021-10-18,2021-06-11
351594,Meenakshi Sundareshwar,Hindi,25957,5705,Hollywood / English,140,7.1,Vivek Soni,2021-11-05,2021-06-11
351481,The Spore,English,11539,1325,Hollywood / English,91,2.8,D.M. Cunningham,2021-11-02,2021-04-11
351033,The Harder They Fall,English,19567,4921,Hollywood / English,139,6.6,Jeymes Samuel,2021-11-03,2021-10-25
342635,The Unholy,English/American Sign Language/Latin,42246,8825,Hollywood / English,99,5.1,Evan Spiliotopoulos,2021-04-02,2021-05-04
349458,The Eyes of Tammy Faye,English,9145,557,Hollywood / English,126,6.6,Michael Showalter,2021-09-17,2021-09-20
351445,Mogadisyu (Escape from Mogadishu),Korean,13912,1786,Hollywood / English,121,7.1,Seung-wan Ryoo,2021-07-28,2021-03-11
351386,Tango Shalom,English,9845,701,Hollywood / English,115,6.4,Gabriel Bologna,2021-12-16,2021-02-11
348623,Flag Day,English,7631,662,Hollywood / English,109,5.0,Sean Penn,2021-08-20,2021-08-30
351381,Jai Bhim,Tamil/Hindi/Telugu,76454,23595,Tollywood,164,8.8,T.J. Gnanavel,2021-11-02,2021-02-11
351336,Nine Days,English,6122,325,Hollywood / English,124,6.8,Edson Oda,2021-07-30,2021-01-11
351293,Army of Thieves,English/French/German/Czech/Portuguese,55824,17656,Hollywood / English,127,6.4,Matthias Schweighöfer,2021-10-29,2021-10-30
351291,Planet Dune,English,21937,2821,Hollywood / English,86,2.2,Glenn Campbell/Tammy Klein,2021-10-29,2021-10-30
322539,Seberg,English/French,33959,4484,Hollywood / English,102,5.9,Benedict Andrews,2019-12-13,2020-01-13
351290,The Spine of Night,English,12312,549,Anime / Kids,93,6.4,Philip Gelatt/Morgan Galen King,2021-03-18,2021-10-30
351272,Paranormal Activity: Next of Kin,English/German,10643,1144,Hollywood / English,98,5.2,William Eubank,2021-10-29,2021-10-29
351268,Saving Sloane,English,2504,152,Hollywood / English,89,4.9,Steve Franke,2021-10-26,2021-10-29
351174,Hypnotic,English,18773,3860,Hollywood / English,88,5.3,Matt Angel/Suzanne Coote,2021-10-27,2021-10-28
351173,The Deep House,English/French,12203,1332,Hollywood / English,85,5.4,Alexandre Bustillo/Julien Maury,2021-06-30,2021-10-28
351172,The Estate,English,4893,509,Hollywood / English,85,5.4,James Kapner,2021-10-22,2021-10-28
351169,Cliffs of Freedom,Greek/English,14593,1222,Hollywood / English,137,6.1,Van Ling,2019-03-22,2021-10-28
351086,Huit Rue de l'Humanite (Stuck Together),English,2363,139,Hollywood / English,125,6.3,Dany Boon,2021-10-20,2021-10-26
350991,Every Last One of Them,English,25145,3285,Hollywood / English,82,3.5,Christian Sesma,2021-10-22,2021-10-23
350989,Bergman Island,English/French/Swedish,3486,318,Hollywood / English,112,6.7,Mia Hansen-Løve,2021-07-14,2021-10-23
349025,Malignant,English,34277,7745,Hollywood / English,111,6.2,James Wan,2021-09-10,2021-09-09
350749,Monster Family 2,German/English,11789,1418,Anime / Kids,103,4.7,Holger Tappe,2021-11-04,2021-10-18
350881,Night Teeth,English/Spanish,45139,11837,Hollywood / English,107,5.7,Adam Randall,2021-10-20,2021-10-21
350879,Grave Intentions,English,8148,588,Hollywood / English,88,3.9,Lukas Hassel/Brian Patrick Lim/Gabriel Olson,2021-10-15,2021-10-21
350877,Honey Girls,English,5325,292,Hollywood / English,90,4.7,Trey Fanjoy,2021-10-19,2021-10-21
350823,Slumber Party Massacre,English,8405,1010,Hollywood / English,86,5.0,Danishka Esterhazy,2021-09-27,2021-10-20
350820,Ann Rule's A Murder to Remember,English,7552,732,Hollywood / English,85,4.8,Robin Givens,2020-08-02,2021-10-20
348807,After We Fell,English,59494,13262,Hollywood / English,98,4.7,Castille Landon,2021-09-03,2021-03-09
350757,Du Sie Er & Wir (The Four of Us),German,6019,588,Hollywood / English,88,5.3,Florian Gottschick,2021-10-15,2021-10-18
350756,De slag om de Schelde (The Forgotten Battle),Dutch/German/English,11705,1606,Hollywood / English,124,7.1,Matthijs van Heijningen Jr.,2021-10-15,2021-10-18
350755,Between Forever,English,4276,393,Hollywood / English,83,6.5,Scooter Powell,2021-06-15,2021-10-18
350754,Breaking Them Up,English,2632,221,Hollywood / English,95,6.5,Scott Dow,2020-10-01,2021-10-18
350702,Halloween Kills,English,22771,3618,Hollywood / English,105,5.5,David Gordon Green,2021-10-15,2021-10-16
350701,Needle in a Timestack,English/Portuguese,8506,662,Hollywood / English,111,4.9,John Ridley,2021-10-15,2021-10-16
350700,Warning,English,11105,1100,Hollywood / English,86,4.7,Agata Alexander,2021-10-22,2021-10-16
348034,Free Guy,English/Japanese/German,176400,50618,Hollywood / English,115,7.1,Shawn Levy,2021-08-13,2021-08-13
347574,The Green Knight,Latin/English,38138,7446,Hollywood / English,130,6.6,David Lowery,2021-07-30,2021-02-08
